ID,COUNTY_ID,COUNTY,TOTAL_POPULATION,PER_TOTAL_POPULATION,POPU_DENSITY,HH_MEDIAN_AGE,DI_RACE_WH,DI_RACE_AF,DI_RACE_AI_AN,DI_RACE_ASIAN,DI_RACE_NW,DI_RACE_SOM,DI_NOT_HISP,DI_PERC_NOT_HISP,WF_OCCUP_1,WF_OCCUP_2,WF_OCCUP_3,WF_OCCUP_4,WF_OCCUP_5,WF_IND_1,WF_IND_2,WF_IND_3,WF_IND_4,WF_IND_5,WF_IND_6,WF_IND_7,WF_IND_8,WF_IND_9,WF_IND_10,WF_IND_11,WF_IND_12,WF_IND_13,WF_CSW_1,WF_CSW_2,WF_CSW_3,WF_CSW_4,INC_MD_HOUSE,INC_PER_CAP,HH_UD_18,HH_OVR_65,HH_AVG_SIZE,WF_OVR_25,WF_PER_OVR_25,DI_BR_DF,DI_FB,DI_PER_FB,DI_FB_2010,DI_FB_EU,DI_FB_A,DI_FB_AF,DI_FB_OC,DI_FB_LA,DI_FB_NA,DI_NON_ENG,HH_OW_OC,HH_PER_OW_OC,INC_HM_VALUE
0500000US37025,37025,"Cabarrus County, North Carolina",184855,184855,492.1,37.2,141025,29712,612,4281,32,5719,166928,70.3,31085,13926,20673,8150,10614,538,5931,8599,2539,9974,4806,1819,7822,7665,18955,8584,4423,2793,81.6,13.4,4.9,0.1,53935,25544,23495,22.8,2.79,22195,18.4,65878,13884,7.5,576,1159,2844,663,47,8928,243,19729,65693,89.3,47653
0500000US49005,49005,"Cache County, Utah",115954,115954,96.7,25.2,105162,771,697,2603,359,4007,104125,84.4,19892,8196,12754,4028,8715,1273,2570,10334,780,6145,1305,1097,2020,5254,14722,4291,2226,1568,75.5,19.5,4.9,0.2,50367,20195,13940,17.9,3.16,13810,23.6,32575,8590,7.4,898,733,2158,227,273,4877,322,14129,35505,92.9,23170
0500000US22017,22017,"Caddo Parish, Louisiana",255529,255529,290.2,36.4,123126,121753,1121,2942,130,2807,248797,47,35333,24800,26290,10017,13726,4207,6103,6871,3375,13048,6118,2111,5073,9251,29844,13076,6696,4393,79.4,15.9,4.6,0.1,41251,24673,25442,26.1,2.54,25234,15,55800,5784,2.3,537,933,2388,200,66,2146,51,9557,98427,87.6,60685
0500000US22019,22019,"Calcasieu Parish, Louisiana",194943,194943,181.2,36.1,138373,48761,728,2431,71,852,189452,69,25085,17982,19451,11097,11384,2238,7459,9226,2074,9969,4131,919,3520,6545,19400,11047,3864,4607,79.4,15.6,4.8,0.2,44045,24521,23053,24.8,2.56,18051,14.3,36399,4790,2.5,674,690,1915,34,5,2034,112,13249,74757,89,52059
0500000US01015,1015,"Calhoun County, Alabama",117186,117186,195.7,38.8,88125,24396,272,939,17,1294,113169,73.3,12616,8550,11156,4653,9335,301,2363,8001,957,5575,2036,725,1779,3765,10054,4500,2152,4102,73.6,21.2,5,0.1,40919,21306,11590,28.7,2.52,8434,10.7,27260,2773,2.4,182,486,738,59,0,1412,78,4781,45348,85.1,31077
0500000US26025,26025,"Calhoun County, Michigan",135150,135150,192.8,40,112033,14721,1003,2523,10,899,128871,79.4,15592,11394,13565,4457,11731,699,2288,12295,896,7342,2598,539,2180,3895,12666,5624,2821,2896,83.1,12.1,4.7,0.1,43199,23202,14431,27.9,2.49,11714,12.9,23829,4541,3.4,583,785,2241,36,34,1295,150,7330,52842,86.9,36908
0500000US42021,42021,"Cambria County, Pennsylvania",140835,140835,208.7,44.1,132205,4927,127,731,32,497,138717,93.1,18974,11809,13950,5639,8495,1154,3372,5813,1564,6977,3499,871,3020,4346,17334,4341,2957,3619,80.6,14.6,4.6,0.2,42304,23191,13480,33.8,2.29,12117,12.1,14677,1673,1.2,175,375,731,43,28,461,35,4258,57959,88.6,42792
0500000US34007,34007,"Camden County, New Jersey",512632,512632,2321.5,38.2,324438,99823,1454,27768,109,43957,435676,59.1,92097,41405,63121,17008,26157,522,12724,17657,7506,30034,13911,4925,17527,27729,65290,19967,10684,11312,82,13.9,4,0.1,61842,30667,56823,26.4,2.7,66021,19.1,164931,54722,10.7,3538,7663,20938,3900,55,21577,589,96449,187121,91,126719
0500000US48061,48061,"Cameron County, Texas",415103,415103,456,31,381670,2236,760,2850,18,23509,48211,10.3,40544,36945,35794,15562,16167,3655,10041,7614,3587,17826,7114,2645,6193,12042,45188,12840,7934,8333,71.7,18.9,9.1,0.2,33390,14898,49385,27.9,3.44,27313,11.5,39994,102567,24.7,5718,917,2422,201,21,98124,882,280275,119695,83,80361
0500000US40017,40017,"Canadian County, Oklahoma",122832,122832,128.9,35.7,101400,2883,5313,3766,12,3175,113665,78.6,21857,9265,16623,6261,6701,3590,3467,4641,2472,7397,3410,948,4017,4993,13503,4084,3223,4962,77,16.8,6.1,0.1,64200,28160,15230,22.3,2.83,14863,18.5,38046,5804,4.7,265,345,2788,148,3,2486,34,9293,42622,91.9,32983
0500000US16027,16027,"Canyon County, Idaho",195353,195353,321.6,32.5,178003,868,1829,1476,206,7123,147880,71.8,20593,15070,19360,11164,12815,4138,6957,9537,2683,9182,4109,1480,3799,6553,17276,5979,3769,3540,79.8,12.9,6.8,0.4,43108,17954,23560,24.6,2.98,14321,12.2,82618,16983,8.7,648,1121,920,204,110,14062,566,33355,64514,92,44476
0500000US13045,13045,"Carroll County, Georgia",111872,111872,221.5,33.9,85295,20334,354,984,0,2431,104792,72.3,12982,8212,10478,6155,9001,417,4416,7407,1307,5746,3468,724,2052,3805,9513,4127,2152,1694,78.6,14.7,6.6,0.1,45009,21384,12411,24.3,2.73,7834,11.4,29977,4961,4.4,253,464,757,286,0,3405,49,7593,39610,88.7,25574
0500000US24013,24013,"Carroll County, Maryland",167399,167399,373.4,41.9,155306,5402,254,2671,33,675,162717,90.7,38628,14114,20163,9135,6559,879,8143,6566,2203,10133,3286,1968,5575,11433,20221,6694,4432,7066,76.8,17.5,5.5,0.1,85532,36936,19263,27.1,2.73,23112,20.4,48090,5773,3.4,301,1545,1989,452,63,1528,196,7891,59907,95.5,49398
0500000US29037,29037,"Cass County, Missouri",100339,100339,142.8,39,92595,3745,460,665,31,761,96194,89,16289,7154,12317,5808,6170,762,4563,5152,1732,5691,2421,1046,3522,5103,9888,3134,2647,2077,81.2,12.6,6,0.2,61046,28013,12345,26.2,2.65,10537,15.8,36980,2193,2.2,121,452,599,25,17,1023,77,3667,37503,93.2,28713
0500000US38017,38017,"Cass County, North Dakota",158041,158041,84.9,31.8,143099,4595,1843,3947,21,937,154530,89.5,35635,15006,22917,8170,11033,2063,6413,8216,3802,11910,3915,1683,7790,8364,23946,8363,4000,2296,82.4,13.1,4.5,0.1,52993,31415,18020,17.1,2.28,25317,25.8,55743,9398,5.9,2145,1699,3895,2765,10,485,544,11075,67013,94.1,35266
0500000US37035,37035,"Catawba County, North Carolina",154457,154457,387.1,40.5,126247,13244,500,5541,48,5885,141163,77.4,21641,11116,16936,5143,15325,419,3151,18149,2889,7812,3161,734,3195,5096,14035,5828,3693,1999,83.6,11,5.2,0.1,45397,23355,16842,28,2.6,15531,14.7,40692,10841,7,814,990,3039,126,16,6463,207,16002,58424,86.2,41052
0500000US24015,24015,"Cecil County, Maryland",101803,101803,292,39.7,90952,6975,253,1274,20,685,97951,86.5,16794,9098,10473,5156,6767,634,3998,4992,1142,5214,2962,579,2742,4729,10539,4409,2302,4046,76.2,18.9,4.9,0.1,65124,29025,11049,24.5,2.75,9575,14.1,50657,3244,3.2,236,750,1347,73,15,1001,58,5698,36453,87.3,26693
0500000US42027,42027,"Centre County, Pennsylvania",156240,156240,138.7,29.7,138722,5524,314,8523,65,615,152090,87.1,32338,13548,15765,5034,7066,1388,3575,5615,1077,7792,2354,1105,3371,6026,28050,8423,2603,2372,78.6,15.9,5.4,0.1,50295,25803,12867,22.4,2.44,18456,20.9,36128,11524,7.4,3924,1663,8251,452,43,834,281,14894,57283,89.4,34622
0500000US17019,17019,"Champaign County, Illinois",204214,204214,201.8,29.2,151456,25470,345,19638,17,1573,193049,69.8,44911,18977,22562,5612,9424,1443,3312,7248,2778,10364,3583,2390,4979,8576,39463,10360,4647,2343,65.7,29.2,5.1,0,46680,26087,18639,19.1,2.36,25609,22,43046,23889,11.7,6061,3033,15161,1343,97,3838,417,30601,79624,90.1,43745
0500000US24017,24017,"Charles County, Maryland",150960,150960,320.2,37.6,74611,62796,1078,4700,174,1511,143716,46.5,31712,12416,19101,6444,5853,174,5050,2000,1151,7923,4076,1260,3275,11425,14049,5358,3836,15949,62.7,34.1,3.2,0.1,91910,37223,18604,20.9,2.86,16494,16.7,78261,8752,5.8,300,917,3380,1126,20,3175,134,10239,52269,92.7,40740
0500000US45019,45019,"Charleston County, South Carolina",365674,365674,382.3,36.2,243775,105752,574,4651,139,3724,346634,62.8,69475,34846,42642,13722,16679,1068,11723,12874,3920,19498,7987,4507,10322,23274,40656,24199,8473,8863,76,17.7,6.1,0.2,52083,31198,34662,24.5,2.42,63805,25.5,149988,18803,5.1,1047,3946,3550,797,140,9650,720,24172,145991,84.1,88134
0500000US12015,12015,"Charlotte County, Florida",163151,163151,235.2,56.9,147782,9424,380,2031,5,885,152864,85.1,16582,12478,16311,5734,3786,332,4292,2325,932,9624,2122,728,3578,5898,11799,6859,3259,3143,77.7,13.8,8,0.4,44265,26374,10490,54.1,2.25,17501,13.3,113163,16069,9.8,1259,5027,1852,170,61,7188,1771,17023,70948,70.3,55801
0500000US13051,13051,"Chatham County, Georgia",275303,275303,621.7,34.2,148598,109299,595,7018,235,3718,259313,50,42548,25389,28886,10790,14132,517,7023,10581,2645,14976,7711,1942,6295,11318,28413,16495,5496,8333,77.9,16.1,5.8,0.2,46987,25636,26599,24.3,2.55,36311,20.3,97408,18060,6.6,1584,2319,5766,1065,167,8046,697,21665,103807,85.8,58158
0500000US36013,36013,"Chautauqua County, New York",133556,133556,127.2,41.2,124356,3399,696,857,73,1961,124770,88.6,17396,11412,13287,5550,10420,1458,2977,10084,1103,6592,2316,730,1964,3113,16092,5474,3631,2531,73.5,18.8,7.5,0.2,42720,22483,13561,29.5,2.34,10359,11.5,25679,2652,2,262,797,700,57,26,860,212,9562,54226,81.2,37908
0500000US13057,13057,"Cherokee County, Georgia",221951,221951,508.3,37,191990,14112,865,3819,56,7165,200051,80.5,40764,16657,30700,9435,9234,572,8304,10869,3538,15423,4649,3325,9412,13513,19188,9548,5207,3242,82.8,11,5.8,0.3,67371,30299,28587,21.5,2.84,34851,24,95337,19432,8.8,639,3743,3054,922,6,10867,840,24124,77654,92.8,60780
0500000US51550,51550,"Chesapeake city, Virginia",228168,228168,652,36.6,142696,67981,642,7391,229,2561,217079,59.5,41667,15544,26948,10239,11030,568,7150,9125,2808,12986,5403,2254,6199,12472,23167,8375,5004,9917,72.7,23.1,4.2,0.1,70176,29735,26980,22.4,2.76,27746,18.5,91168,10805,4.7,940,1881,4777,701,46,3106,294,15142,80388,94,57644
0500000US42029,42029,"Chester County, Pennsylvania",506422,506422,664.7,39.9,438969,30441,454,21528,67,5456,471880,81.2,123596,34101,61112,19265,20054,7067,13805,31314,7808,27251,8913,5822,25880,36737,59024,17464,11036,6007,85.5,8.6,5.7,0.1,86093,42323,60056,25.8,2.65,99253,29.3,133676,45765,9,4771,8684,16107,1508,291,18148,1027,57501,185306,95.5,139572
0500000US51041,51041,"Chesterfield County, Virginia",324337,324337,747.1,38,224705,73489,840,11224,120,5870,299708,64.2,68346,23193,41573,13230,14366,643,10520,13584,4272,19067,9056,2434,14805,16998,37134,12409,7049,12737,76.3,19.1,4.5,0.1,72514,32942,38395,23.1,2.78,49762,23.3,115988,25883,8,1898,3378,8524,1636,82,11886,377,33603,115005,92.5,88056
0500000US50007,50007,"Chittenden County, Vermont",158686,158686,291.7,36.3,145904,3375,425,4705,25,639,155478,90.5,41197,14938,19426,5790,6477,904,4255,8863,1449,10494,2659,1861,4691,9327,26828,8485,4161,3851,78.7,14.7,6.5,0.1,64243,33881,16286,22.1,2.36,29986,29.1,69703,11918,7.5,1111,3194,4423,1447,21,1249,1584,12689,63086,94.9,40890
0500000US12017,12017,"Citrus County, Florida",139771,139771,242.8,55,130161,4289,513,2206,0,821,132872,89.1,12269,11364,11124,4178,4848,338,2852,2076,677,7151,2925,690,1832,3529,10967,5578,2507,2661,78.1,15,6.5,0.5,38109,23495,9407,50.9,2.27,11853,10.8,90907,7077,5.1,294,2453,1678,4,0,2279,663,8174,60670,77.9,49432
0500000US41005,41005,"Clackamas County, Oregon",384697,384697,201,41.1,344291,3323,2565,15018,979,5690,353763,83.8,68391,27315,49004,15897,20191,3070,13170,21627,7551,23687,8923,2975,14200,19449,36175,14092,9091,6788,80.9,11,7.9,0.2,64700,33126,43889,27.3,2.58,55251,20.8,147035,31964,8.3,1279,7371,10385,636,409,11416,1747,43208,147736,93.1,101198
0500000US18019,18019,"Clark County, Indiana",112212,112212,295.6,38.4,99544,7742,79,903,20,1008,106622,84.7,15762,9296,14687,4081,10045,253,2684,8129,1547,6645,3758,773,3564,4715,11677,5313,2352,2461,85.2,11.2,3.5,0.1,51182,25057,11846,24.9,2.59,10434,13.6,53788,3950,3.5,192,350,682,166,0,2650,102,5341,42774,88.5,30630
0500000US32003,32003,"Clark County, Nevada",2003613,2003613,247.3,36.1,1300909,214491,11725,180163,13948,191293,1407026,46.5,240023,272182,238214,71202,82164,3249,52877,28895,17052,108395,44222,15577,53497,100501,132656,268262,42002,36600,84.2,11,4.8,0.1,52070,26040,217157,24.2,2.77,197268,14.8,1059716,436457,21.8,21224,33140,136584,12209,2156,244995,7373,629533,715415,84.1,379677
0500000US39023,39023,"Clark County, Ohio",137303,137303,348,41.1,118422,11727,290,998,61,1915,133284,84.9,16864,11028,14484,4790,11312,632,2667,9462,2120,7158,2415,700,3481,3970,14935,5142,2720,3076,80.9,13.5,5.3,0.3,43011,22941,15065,29.3,2.44,10978,11.8,26077,3146,2.3,77,563,871,84,34,1476,118,5298,54969,89.8,36306
0500000US53011,53011,"Clark County, Washington",438272,438272,676.2,37.2,372662,8743,3274,18216,3185,13537,402652,80.8,68534,33619,47740,16946,28192,1492,13858,24406,6472,22870,15046,3842,11799,20192,40969,15102,10366,8617,79.7,13.8,6.3,0.2,59551,28206,52250,24.5,2.71,50036,17.3,240460,43928,10,1483,14125,14746,869,966,11060,2162,58121,160492,94.7,104112
0500000US13059,13059,"Clarke County, Georgia",119681,119681,979.1,26.4,78002,31615,131,5011,7,2130,106999,56.6,20839,11212,11357,2715,5969,797,1590,4273,933,6255,1172,781,1898,4848,18126,7792,2041,1586,68.9,26.3,4.5,0.3,33430,19333,8979,18.1,2.59,12514,19.6,36536,12029,10.1,1421,1165,3789,413,9,6416,237,15644,42107,82.1,17929
0500000US12019,12019,"Clay County, Florida",194868,194868,315.8,38.7,160247,18671,599,6015,111,2280,178344,75.7,29494,14654,22790,8905,8574,353,5809,4154,2380,11271,6251,1423,7724,8948,19049,7418,4066,5571,80.3,16,3.6,0.1,59103,26489,22965,25.1,2.84,21005,16.3,95790,12798,6.6,914,2790,4634,285,116,4429,544,17150,68016,89.1,51230
0500000US29047,29047,"Clay County, Missouri",227984,227984,558.6,36.5,198862,12295,805,4691,505,2922,213715,83.1,43518,19102,29818,8379,15571,584,6292,12580,4222,13413,7135,2982,9246,13277,24826,10952,5239,5640,82.6,12.4,4.9,0.1,61184,29455,27304,22,2.58,31422,20.7,80505,11006,4.8,702,1700,3753,2010,324,2855,364,15255,87352,92.7,61993
0500000US13063,13063,"Clayton County, Georgia",264221,264221,1832.5,32.3,58024,175863,694,13344,27,10036,228990,14,26670,23280,29531,10781,21245,406,7345,8576,3331,12948,14692,2011,6017,11066,19536,12247,6244,7088,80,15.2,4.6,0.2,40314,18074,28576,16.1,2.98,19794,12.3,84957,39791,15.1,2402,760,10483,4844,22,23562,120,49286,87490,83.6,47133
0500000US39025,39025,"Clermont County, Ohio",199450,199450,436.5,39.2,190406,2659,398,1980,60,1068,196206,94.4,33892,15551,24766,8687,13292,409,5658,14042,3017,12338,4377,1708,8373,10754,19230,8239,5166,2877,85.2,9.6,4.9,0.2,60552,28708,23151,24.2,2.67,23410,17.5,45674,4907,2.5,415,1296,2052,410,30,822,297,6476,74187,91.2,55451
0500000US40027,40027,"Cleveland County, Oklahoma",264934,264934,474.7,33,210518,11659,10841,10671,182,3821,244944,74.4,50141,22175,34056,12840,11177,3136,8110,8242,2704,15588,5431,2293,8452,11861,34228,12425,6531,11388,72.6,21.8,5.5,0.1,55626,27386,29650,20.6,2.58,31377,19,88102,15700,5.9,1998,1308,7840,1398,39,4914,201,23869,98174,91.4,65157
0500000US13067,13067,"Cobb County, Georgia",708920,708920,2026.4,35.9,440344,185448,1357,34205,362,31923,620255,55,158365,53987,90851,25989,28646,932,23817,27907,12685,42006,18029,13538,29478,58571,66116,34536,17877,12346,83.5,10.7,5.7,0.1,64657,33418,88418,18.5,2.64,135253,29,316023,107889,15.2,7851,9495,26858,12614,222,56329,2371,135209,264805,91.6,172044
0500000US04003,4003,"Cochise County, Arizona",130807,130807,21.3,39.6,104360,5148,1599,2266,200,9948,87030,57.3,15905,10891,10430,4630,3559,1652,2116,1598,863,5134,1999,682,1874,5274,9649,5093,1764,7717,63.5,30.2,6,0.3,45974,23552,12725,35.1,2.47,12968,14.6,66984,14984,11.5,977,2029,1929,150,49,10567,260,33857,48846,81.7,33223
0500000US04005,4005,"Coconino County, Arizona",135817,135817,7.2,31,84667,2009,36504,2120,150,5584,117134,54.8,21657,14705,15470,5641,6668,1294,3945,4148,887,7939,2915,651,2277,4201,17663,11781,2304,4136,71.4,23.1,5.4,0.1,48540,23459,12412,20.8,2.72,15550,19.6,57572,7659,5.6,634,1627,1752,70,59,3854,297,30893,46391,72.6,27667
0500000US12021,12021,"Collier County, Florida",334474,334474,160.9,48,291481,22566,822,4207,38,11122,246380,64.8,40100,33772,35359,17360,9281,4713,13446,4742,3261,18926,3935,1923,10513,17170,23971,21165,8159,3948,83.8,8.9,7.1,0.2,56250,37236,25385,47.2,2.61,47974,19.3,176403,76952,23,6116,11124,3720,692,70,58934,2412,101368,126331,63.2,92058
0500000US48085,48085,"Collin County, Texas",836947,836947,930,35.7,612604,73607,3456,100136,500,20441,711924,61.5,221895,51905,108318,22777,24591,4936,19492,44146,13177,50987,13774,17288,49685,68783,85117,32517,18986,10598,83.8,10.1,5.9,0.2,84233,38575,120183,17,2.81,173951,32.3,288345,150871,18,12471,11757,75840,13075,398,46850,2951,194961,296878,94.8,199496
0500000US13073,13073,"Columbia County, Georgia",132362,132362,427.6,36.5,100339,21669,315,5562,47,1505,124854,72,24689,8573,14582,5465,5419,455,4090,6080,1092,6278,3034,1152,2913,6668,14906,4848,2675,4537,73.8,20.9,5.3,0.1,68516,30411,16542,21.6,2.94,17674,20.6,54948,9134,6.9,555,1330,4713,350,65,2372,304,11929,44764,87.6,35260
0500000US39029,39029,"Columbiana County, Ohio",106622,106622,202.7,42.8,101701,2340,132,379,0,516,105140,94.5,11593,8921,10635,4658,10654,1232,2416,9254,1062,5425,3525,725,1761,2930,10380,4358,2085,1308,83.2,10.2,6.4,0.2,43707,22573,10841,30.4,2.44,6845,9,23398,1263,1.2,116,285,243,54,21,584,76,2353,42184,90,30197
0500000US48091,48091,"Comal County, Texas",115808,115808,193.9,42.5,106233,2282,498,857,21,2852,85919,70.1,19931,8244,13646,5824,4889,1023,4984,4006,1773,7033,2084,1277,3626,6112,11696,4449,2402,2069,76.8,13.6,9.4,0.2,64987,33020,12769,30.3,2.66,18028,22.5,33457,7278,6.3,355,1085,615,26,0,5227,325,18401,43063,87.7,32645
0500000US40031,40031,"Comanche County, Oklahoma",125647,125647,116.1,31.4,80999,21169,6641,2548,717,2633,110482,58.1,15361,10267,11389,5329,6360,878,3124,4484,588,6020,1894,704,2385,3759,11594,5083,2148,6045,66.5,27.6,5.7,0.2,46302,23035,14467,21.6,2.63,10578,13.6,57584,7105,5.7,938,2185,2290,643,90,1814,83,12730,44104,85.9,24745
0500000US06013,6013,"Contra Costa County, California",1081232,1081232,1465.2,38.7,671384,97035,5482,161381,5133,77416,813373,46.6,214367,87603,119656,40254,38104,3591,33923,34914,12702,53566,24218,14776,45972,76249,110535,42684,25663,21191,77,14,8.9,0.1,79799,38770,127582,26.7,2.82,183654,25.2,200928,254948,23.6,12716,23325,113025,6831,3098,104631,4020,339751,380183,94.2,247153
0500000US17031,17031,"Cook County, Illinois",5227827,5227827,5495.1,35.7,2975596,1264466,13278,345713,1105,515673,3946610,43.4,923494,442288,600779,148974,318126,4257,110855,255642,66973,245120,152962,56909,196626,333752,556802,239944,123869,89950,83.5,11.9,4.6,0.1,54828,30468,533985,24.3,2.65,746058,21.2,828693,1101755,21.1,65754,254163,286312,32919,1863,518828,7670,1695081,1937060,89,1115461
0500000US13077,13077,"Coweta County, Georgia",131419,131419,288.8,37.3,101697,23312,128,2035,28,1279,122586,72.1,20241,10019,14440,6642,8824,285,3300,8438,1644,7814,7116,1220,3148,5968,10559,4606,3060,3008,80.9,13.9,5.1,0.2,61662,27462,16452,22.6,2.75,15209,17.7,46452,7901,6,621,1284,1354,308,31,4740,184,10984,47666,93.6,35303
0500000US53015,53015,"Cowlitz County, Washington",102072,102072,89.8,40.7,92786,584,1233,1462,191,1493,93787,85.1,10761,7747,8953,5037,7002,1365,2735,5878,1039,5229,2814,417,1555,2989,8384,2723,2231,2141,78.2,14.9,6.6,0.3,46571,24042,10441,30.2,2.54,6951,10,39464,4701,4.6,295,1011,1107,157,66,2015,345,7085,39765,91.5,26290
0500000US37049,37049,"Craven County, North Carolina",104574,104574,146,35.8,73726,22425,427,2187,95,2332,97588,66.7,12491,8380,8740,5305,4770,899,2406,4230,431,4503,1691,631,1531,2873,9570,4102,2093,4726,70.5,23.1,6.2,0.3,47295,24582,10859,29.2,2.52,9818,14.6,47133,5041,4.8,773,521,2208,58,20,2188,46,8058,39930,87.7,25294
0500000US23005,23005,"Cumberland County, Maine",284351,284351,337.2,41.7,263363,7552,590,6137,44,1143,279054,91.2,66063,25496,36080,11341,12298,1849,8042,10645,3901,19555,4865,3369,13825,17827,42303,14427,6328,4342,80.4,11.9,7.7,0.1,59560,33844,31073,26.5,2.35,53635,26.6,98120,17869,6.3,2430,3664,6314,4342,153,1769,1627,21794,117406,84.3,79785
0500000US34011,34011,"Cumberland County, New Jersey",157429,157429,324.4,36.7,96899,32802,1277,2011,0,18565,113060,49,16072,15390,13754,6734,10550,1694,3630,7348,1904,7292,3268,573,2593,4867,17705,4522,2498,4606,74.2,21.7,3.8,0.3,50603,22425,15494,29.1,2.87,10381,9.9,26063,17134,10.9,1014,1986,1618,499,23,12792,216,38086,50399,89.8,33568
0500000US37051,37051,"Cumberland County, North Carolina",324002,324002,489.7,31,168638,117148,3991,7584,1063,8060,290447,46.1,39027,24122,29512,10605,14291,645,6702,9051,1686,15848,4954,1904,4766,9005,32578,12520,5780,12118,69,26.6,4.3,0.1,44778,23204,38952,19.6,2.56,29696,15,141785,19538,6,1608,3525,6181,1038,143,8404,247,33693,122288,87.1,65642
0500000US42041,42041,"Cumberland County, Pennsylvania",239420,239420,431.6,40.7,215249,8022,223,7488,55,2552,232025,88.3,46427,18163,32230,7950,15312,1338,5644,9400,3624,15878,6875,1646,10068,12729,27557,8948,5827,10548,78,16.8,4.9,0.2,61417,32179,24979,28.1,2.36,33304,20.1,52273,13118,5.5,1849,2564,6728,1441,234,1773,378,18049,95835,94.5,67978
0500000US39035,39035,"Cuyahoga County, Ohio",1267513,1267513,2800,40.4,809281,375406,2978,34255,211,14456,1202995,60.7,222976,107220,143412,32711,68800,1326,22081,70547,16233,60114,24486,11200,45407,64130,156692,53556,25823,23524,82.9,12.8,4.2,0.1,44203,27892,132087,27.7,2.32,156590,17.9,229661,89602,7.1,8052,36446,34887,4497,170,11169,2433,135204,534721,86.3,321785
0500000US27037,27037,"Dakota County, Minnesota",405521,405521,709,37.3,342532,20814,1402,18164,235,10740,379885,81.2,92436,33241,57321,13264,23881,1638,9713,25508,7503,25310,13458,6074,21765,24673,47768,17700,10438,8595,83.5,12,4.4,0.1,74995,35755,52147,20.4,2.6,73615,27.3,99801,34820,8.6,1905,4410,12628,6370,60,10000,1352,45152,155220,96.3,116845
0500000US48113,48113,"Dallas County, Texas",2448943,2448943,2718,32.9,1441979,542525,8590,132872,1284,258844,1498784,32,385140,210790,287229,130577,147898,8283,103699,109113,35504,127382,65140,27888,104061,160222,215097,110634,64913,29698,83.4,10,6.5,0.1,49925,27195,287434,18.7,2.78,285669,18.5,498953,566784,23.1,37345,15466,104815,29250,577,413047,3629,926308,868717,90.9,451904
